Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees,Asylum-seekers,IDPs,"Other people in need of international protection","Stateless persons","Host community","Others of concern"
2011,Australia,Iraq,AUS,IRQ,3085,245,0,0,0,0,0
2011,Austria,Iraq,AUT,IRQ,2622,893,0,0,0,0,0
2011,Azerbaijan,Iraq,AZE,IRQ,27,0,0,0,0,0,0
2011,Bahrain,Iraq,BHR,IRQ,199,151,0,0,0,0,0
2011,Belgium,Iraq,BEL,IRQ,1329,853,0,0,0,0,0
2011,Benin,Iraq,BEN,IRQ,6,0,0,0,0,0,0
2011,Bangladesh,Iraq,BGD,IRQ,5,0,0,0,0,0,0
2011,"Bolivia (Plurinational State of)",Iraq,BOL,IRQ,16,0,0,0,0,0,0
2011,Brazil,Iraq,BRA,IRQ,207,10,0,0,0,0,0
2011,Bulgaria,Iraq,BGR,IRQ,2109,366,0,0,0,0,0
2011,Canada,Iraq,CAN,IRQ,1712,165,0,0,0,0,0
2011,China,Iraq,CHN,IRQ,18,0,0,0,0,0,0
2011,Colombia,Iraq,COL,IRQ,5,0,0,0,0,0,0
2011,Cyprus,Iraq,CYP,IRQ,625,236,0,0,0,0,0
2011,Czechia,Iraq,CZE,IRQ,173,0,0,0,0,0,0
2011,Denmark,Iraq,DNK,IRQ,1910,13,0,0,0,0,0
2011,Djibouti,Iraq,DJI,IRQ,5,5,0,0,0,0,0
2011,"Dominican Rep.",Iraq,DOM,IRQ,0,7,0,0,0,0,0
2011,Ecuador,Iraq,ECU,IRQ,36,0,0,0,0,0,0
2011,Finland,Iraq,FIN,IRQ,2508,394,0,0,0,0,0
2011,France,Iraq,FRA,IRQ,2519,0,0,0,0,0,0
2011,Gambia,Iraq,GMB,IRQ,0,5,0,0,0,0,0
2011,"United Kingdom of Great Britain and Northern Ireland",Iraq,GBR,IRQ,15652,521,0,0,0,0,0
2011,Georgia,Iraq,GEO,IRQ,5,0,0,0,0,0,0
2011,Germany,Iraq,DEU,IRQ,48976,6074,0,0,0,0,7213
2011,Ghana,Iraq,GHA,IRQ,0,8,0,0,0,0,0
2011,Greece,Iraq,GRC,IRQ,656,0,0,0,0,0,0
2011,Guinea,Iraq,GIN,IRQ,0,5,0,0,0,0,0
2011,Hungary,Iraq,HUN,IRQ,998,0,0,0,0,0,0
2011,Iceland,Iraq,ISL,IRQ,0,10,0,0,0,0,0
2011,India,Iraq,IND,IRQ,111,14,0,0,0,0,0
2011,Indonesia,Iraq,IDN,IRQ,62,253,0,0,0,0,0
2011,Ireland,Iraq,IRL,IRQ,595,112,0,0,0,0,0
2011,"Iran (Islamic Rep. of)",Iraq,IRN,IRQ,45937,0,0,0,0,0,0
2011,Iraq,Iraq,IRQ,IRQ,0,0,1332382,0,0,0,0
2011,Italy,Iraq,ITA,IRQ,1853,0,0,0,0,0,0
2011,Jordan,Iraq,JOR,IRQ,450000,1465,0,0,0,0,0
2011,Japan,Iraq,JPN,IRQ,5,0,0,0,0,0,0
2011,"Rep. of Korea",Iraq,KOR,IRQ,6,5,0,0,0,0,0
2011,Kuwait,Iraq,KWT,IRQ,247,759,0,0,0,0,0
2011,Liberia,Iraq,LBR,IRQ,5,0,0,0,0,0,0
2011,Libya,Iraq,LBY,IRQ,2736,515,0,0,0,0,0
2011,Lebanon,Iraq,LBN,IRQ,8491,739,0,0,0,0,0
2011,Liechtenstein,Iraq,LIE,IRQ,0,5,0,0,0,0,0
2011,Lithuania,Iraq,LTU,IRQ,14,0,0,0,0,0,0
2011,Latvia,Iraq,LVA,IRQ,5,0,0,0,0,0,0
2011,Mauritania,Iraq,MRT,IRQ,30,5,0,0,0,0,0
2011,"North Macedonia",Iraq,MKD,IRQ,0,5,0,0,0,0,0
2011,Mexico,Iraq,MEX,IRQ,41,0,0,0,0,0,0
2011,Malaysia,Iraq,MYS,IRQ,545,221,0,0,0,0,0
2011,Morocco,Iraq,MAR,IRQ,149,11,0,0,0,0,0
2011,Malta,Iraq,MLT,IRQ,56,5,0,0,0,0,0
2011,Nepal,Iraq,NPL,IRQ,5,0,0,0,0,0,0
2011,"Netherlands (Kingdom of the)",Iraq,NLD,IRQ,18255,1384,0,0,0,0,0
2011,Niger,Iraq,NER,IRQ,6,0,0,0,0,0,0
2011,Norway,Iraq,NOR,IRQ,6257,709,0,0,0,0,0
2011,"New Zealand",Iraq,NZL,IRQ,249,5,0,0,0,0,0
2011,Oman,Iraq,OMN,IRQ,76,35,0,0,0,0,0
2011,Pakistan,Iraq,PAK,IRQ,78,0,0,0,0,0,0
2011,Paraguay,Iraq,PRY,IRQ,6,0,0,0,0,0,0
2011,Peru,Iraq,PER,IRQ,12,0,0,0,0,0,0
2011,Philippines,Iraq,PHL,IRQ,21,8,0,0,0,0,0
2011,Poland,Iraq,POL,IRQ,135,17,0,0,0,0,0
2011,Portugal,Iraq,PRT,IRQ,7,5,0,0,0,0,0
2011,Qatar,Iraq,QAT,IRQ,64,38,0,0,0,0,0
2011,Romania,Iraq,ROU,IRQ,474,13,0,0,0,0,0
2011,"South Africa",Iraq,ZAF,IRQ,5,0,0,0,0,0,0
2011,"Russian Federation",Iraq,RUS,IRQ,26,13,0,0,0,0,0
2011,"Saudi Arabia",Iraq,SAU,IRQ,56,31,0,0,0,0,0
2011,Spain,Iraq,ESP,IRQ,250,0,0,0,0,0,0
2011,"Serbia and Kosovo: S/RES/1244 (1999)",Iraq,SRB,IRQ,32,0,0,0,0,0,0
2011,Slovakia,Iraq,SVK,IRQ,93,0,0,0,0,0,0
2011,Slovenia,Iraq,SVN,IRQ,5,5,0,0,0,0,0
2011,Sweden,Iraq,SWE,IRQ,27367,1058,0,0,0,0,0
2011,Switzerland,Iraq,CHE,IRQ,4355,564,0,0,0,0,0
2011,"Syrian Arab Rep.",Iraq,SYR,IRQ,750000,892,0,0,0,0,0
2011,Thailand,Iraq,THA,IRQ,79,22,0,0,0,0,0
2011,Tajikistan,Iraq,TJK,IRQ,5,0,0,0,0,0,0
2011,Togo,Iraq,TGO,IRQ,5,0,0,0,0,0,0
2011,Tunisia,Iraq,TUN,IRQ,305,0,0,0,0,0,0
2011,Türkiye,Iraq,TUR,IRQ,7071,3678,0,0,0,0,0
2011,"United Arab Emirates",Iraq,ARE,IRQ,570,0,0,0,0,0,0
2011,Ukraine,Iraq,UKR,IRQ,69,163,0,0,0,0,0
2011,"United States of America",Iraq,USA,IRQ,5126,175,0,0,0,0,0
2011,"Venezuela (Bolivarian Republic of)",Iraq,VEN,IRQ,0,8,0,0,0,0,0
2011,Yemen,Iraq,YEM,IRQ,3940,176,0,0,0,0,0
2012,Albania,Iraq,ALB,IRQ,5,0,0,0,0,0,0
2012,Algeria,Iraq,DZA,IRQ,15,5,0,0,0,0,0
2012,Egypt,Iraq,EGY,IRQ,5703,1092,0,0,0,0,0
2012,Argentina,Iraq,ARG,IRQ,25,0,0,0,0,0,0
2012,Armenia,Iraq,ARM,IRQ,943,16,0,0,0,0,0
2012,Australia,Iraq,AUS,IRQ,2821,575,0,0,0,0,0
2012,Austria,Iraq,AUT,IRQ,2863,807,0,0,0,0,0
2012,Azerbaijan,Iraq,AZE,IRQ,12,0,0,0,0,0,0
2012,Bahrain,Iraq,BHR,IRQ,289,41,0,0,0,0,0
2012,Belgium,Iraq,BEL,IRQ,1541,416,0,0,0,0,0
2012,Bangladesh,Iraq,BGD,IRQ,5,0,0,0,0,0,0
2012,"Bolivia (Plurinational State of)",Iraq,BOL,IRQ,16,0,0,0,0,0,0
2012,Brazil,Iraq,BRA,IRQ,214,8,0,0,0,0,0
2012,Bulgaria,Iraq,BGR,IRQ,1359,0,0,0,0,0,0
2012,Canada,Iraq,CAN,IRQ,1745,170,0,0,0,0,0
2012,China,Iraq,CHN,IRQ,23,0,0,0,0,0,0
2012,Colombia,Iraq,COL,IRQ,5,0,0,0,0,0,0
2012,Cyprus,Iraq,CYP,IRQ,644,266,0,0,0,0,0
2012,Czechia,Iraq,CZE,IRQ,159,10,0,0,0,0,0
2012,Denmark,Iraq,DNK,IRQ,1165,54,0,0,0,0,0
2012,Djibouti,Iraq,DJI,IRQ,5,5,0,0,0,0,0
2012,Ecuador,Iraq,ECU,IRQ,36,0,0,0,0,0,0
2012,Finland,Iraq,FIN,IRQ,2797,563,0,0,0,0,0
2012,France,Iraq,FRA,IRQ,2620,0,0,0,0,0,0
2012,Gambia,Iraq,GMB,IRQ,6,0,0,0,0,0,0
2012,"United Kingdom of Great Britain and Northern Ireland",Iraq,GBR,IRQ,5755,487,0,0,0,0,0
2012,Georgia,Iraq,GEO,IRQ,20,375,0,0,0,0,0
2012,Germany,Iraq,DEU,IRQ,49829,6302,0,0,0,0,0
2012,Ghana,Iraq,GHA,IRQ,0,13,0,0,0,0,0
2012,Greece,Iraq,GRC,IRQ,838,0,0,0,0,0,0
2012,Guinea,Iraq,GIN,IRQ,0,5,0,0,0,0,0
2012,Croatia,Iraq,HRV,IRQ,5,0,0,0,0,0,0
2012,Hungary,Iraq,HUN,IRQ,563,0,0,0,0,0,0
2012,Iceland,Iraq,ISL,IRQ,0,5,0,0,0,0,0
2012,India,Iraq,IND,IRQ,113,28,0,0,0,0,0
2012,Indonesia,Iraq,IDN,IRQ,126,425,0,0,0,0,0
2012,Ireland,Iraq,IRL,IRQ,534,120,0,0,0,0,0
2012,"Iran (Islamic Rep. of)",Iraq,IRN,IRQ,44085,0,0,0,0,0,0
2012,Iraq,Iraq,IRQ,IRQ,0,0,1131810,0,0,0,0
2012,Italy,Iraq,ITA,IRQ,1863,437,0,0,0,0,0
2012,Jordan,Iraq,JOR,IRQ,63037,1584,0,0,0,0,0
2012,Japan,Iraq,JPN,IRQ,5,5,0,0,0,0,0
2012,"Rep. of Korea",Iraq,KOR,IRQ,6,5,0,0,0,0,0
2012,Kuwait,Iraq,KWT,IRQ,484,420,0,0,0,0,0
2012,Liberia,Iraq,LBR,IRQ,5,0,0,0,0,0,0
2012,Libya,Iraq,LBY,IRQ,2532,547,0,0,0,0,0
2012,Lebanon,Iraq,LBN,IRQ,6516,847,0,0,0,0,0
2012,Liechtenstein,Iraq,LIE,IRQ,5,0,0,0,0,0,0
2012,Lithuania,Iraq,LTU,IRQ,17,0,0,0,0,0,0
2012,Latvia,Iraq,LVA,IRQ,5,0,0,0,0,0,0
2012,Mauritania,Iraq,MRT,IRQ,30,8,0,0,0,0,0
2012,"North Macedonia",Iraq,MKD,IRQ,0,5,0,0,0,0,0
2012,"Rep. of Moldova",Iraq,MDA,IRQ,5,0,0,0,0,0,0
2012,Mexico,Iraq,MEX,IRQ,31,5,0,0,0,0,0
2012,Malaysia,Iraq,MYS,IRQ,475,235,0,0,0,0,0
2012,Morocco,Iraq,MAR,IRQ,147,13,0,0,0,0,0
2012,Malta,Iraq,MLT,IRQ,24,0,0,0,0,0,0
2012,Nepal,Iraq,NPL,IRQ,5,0,0,0,0,0,0
2012,"Netherlands (Kingdom of the)",Iraq,NLD,IRQ,18012,1384,0,0,0,0,0
2012,Niger,Iraq,NER,IRQ,6,0,0,0,0,0,0
2012,Norway,Iraq,NOR,IRQ,5727,550,0,0,0,0,0
2012,Nauru,Iraq,NRU,IRQ,0,23,0,0,0,0,0
2012,"New Zealand",Iraq,NZL,IRQ,188,0,0,0,0,0,0
2012,Oman,Iraq,OMN,IRQ,131,11,0,0,0,0,0
2012,Pakistan,Iraq,PAK,IRQ,72,0,0,0,0,0,0
2012,Paraguay,Iraq,PRY,IRQ,6,0,0,0,0,0,0
2012,Peru,Iraq,PER,IRQ,9,0,0,0,0,0,0
2012,Philippines,Iraq,PHL,IRQ,23,5,0,0,0,0,0
2012,"Papua New Guinea",Iraq,PNG,IRQ,0,5,0,0,0,0,0
2012,Poland,Iraq,POL,IRQ,137,24,0,0,0,0,0
2012,Portugal,Iraq,PRT,IRQ,6,5,0,0,0,0,0
2012,Qatar,Iraq,QAT,IRQ,64,44,0,0,0,0,0
2012,Romania,Iraq,ROU,IRQ,487,0,0,0,0,0,0
2012,"South Africa",Iraq,ZAF,IRQ,5,5,0,0,0,0,0
2012,"Russian Federation",Iraq,RUS,IRQ,19,6,0,0,0,0,0
2012,"Saudi Arabia",Iraq,SAU,IRQ,50,42,0,0,0,0,0
2012,Spain,Iraq,ESP,IRQ,248,35,0,0,0,0,0
2012,"Serbia and Kosovo: S/RES/1244 (1999)",Iraq,SRB,IRQ,18,7,0,0,0,0,0
2012,Sudan,Iraq,SDN,IRQ,15,5,0,0,0,0,0
2012,Slovakia,Iraq,SVK,IRQ,95,0,0,0,0,0,0
2012,Slovenia,Iraq,SVN,IRQ,5,0,0,0,0,0,0
2012,Sweden,Iraq,SWE,IRQ,24741,898,0,0,0,0,0
2012,Switzerland,Iraq,CHE,IRQ,4120,469,0,0,0,0,0
2012,"Syrian Arab Rep.",Iraq,SYR,IRQ,471418,693,0,0,0,0,0
2012,Thailand,Iraq,THA,IRQ,86,5,0,0,0,0,0
2012,Tajikistan,Iraq,TJK,IRQ,5,0,0,0,0,0,0
2012,Togo,Iraq,TGO,IRQ,5,0,0,0,0,0,0
2012,Tunisia,Iraq,TUN,IRQ,137,0,0,0,0,0,0
2012,Türkiye,Iraq,TUR,IRQ,9478,3432,0,0,0,0,0
2012,"United Arab Emirates",Iraq,ARE,IRQ,548,32,0,0,0,0,0
2012,Ukraine,Iraq,UKR,IRQ,77,184,0,0,0,0,0
2012,"United States of America",Iraq,USA,IRQ,4759,325,0,0,0,0,0
2012,"Venezuela (Bolivarian Republic of)",Iraq,VEN,IRQ,0,8,0,0,0,0,0
2012,Yemen,Iraq,YEM,IRQ,3431,143,0,0,0,0,0
2013,Albania,Iraq,ALB,IRQ,5,0,0,0,0,0,0
2013,Algeria,Iraq,DZA,IRQ,15,5,0,0,0,0,0
2013,Egypt,Iraq,EGY,IRQ,5506,1483,0,0,0,0,0
2013,Argentina,Iraq,ARG,IRQ,25,0,0,0,0,0,0
2013,Armenia,Iraq,ARM,IRQ,967,5,0,0,0,0,0
2013,Australia,Iraq,AUS,IRQ,2963,584,0,0,0,0,0
2013,Austria,Iraq,AUT,IRQ,2966,699,0,0,0,0,0
2013,Azerbaijan,Iraq,AZE,IRQ,9,12,0,0,0,0,0
2013,Bahrain,Iraq,BHR,IRQ,294,47,0,0,0,0,0
2013,Belgium,Iraq,BEL,IRQ,3058,505,0,0,0,0,0
2013,Bangladesh,Iraq,BGD,IRQ,5,0,0,0,0,0,0
2013,"Bolivia (Plurinational State of)",Iraq,BOL,IRQ,16,0,0,0,0,0,0
2013,Brazil,Iraq,BRA,IRQ,217,14,0,0,0,0,0
2013,Bulgaria,Iraq,BGR,IRQ,1200,239,0,0,0,0,0
2013,Canada,Iraq,CAN,IRQ,1730,205,0,0,0,0,0
2013,China,Iraq,CHN,IRQ,15,0,0,0,0,0,0
2013,Colombia,Iraq,COL,IRQ,5,0,0,0,0,0,0
2013,Cyprus,Iraq,CYP,IRQ,648,472,0,0,0,0,0
2013,Czechia,Iraq,CZE,IRQ,162,5,0,0,0,0,0
2013,Denmark,Iraq,DNK,IRQ,1034,35,0,0,0,0,0
2013,Djibouti,Iraq,DJI,IRQ,5,5,0,0,0,0,0
2013,Ecuador,Iraq,ECU,IRQ,36,0,0,0,0,0,0
2013,Finland,Iraq,FIN,IRQ,3448,364,0,0,0,0,0
2013,France,Iraq,FRA,IRQ,2677,57,0,0,0,0,0
2013,Gambia,Iraq,GMB,IRQ,6,0,0,0,0,0,0
2013,"United Kingdom of Great Britain and Northern Ireland",Iraq,GBR,IRQ,3193,541,0,0,0,0,0
2013,Georgia,Iraq,GEO,IRQ,45,230,0,0,0,0,0
2013,Germany,Iraq,DEU,IRQ,40230,6093,0,0,0,0,0
2013,Ghana,Iraq,GHA,IRQ,10,5,0,0,0,0,0
2013,Greece,Iraq,GRC,IRQ,1019,2816,0,0,0,0,0
2013,Croatia,Iraq,HRV,IRQ,5,0,0,0,0,0,0
2013,Hungary,Iraq,HUN,IRQ,223,12,0,0,0,0,0
2013,Iceland,Iraq,ISL,IRQ,0,5,0,0,0,0,0
2013,India,Iraq,IND,IRQ,130,35,0,0,0,0,0
2013,Indonesia,Iraq,IDN,IRQ,105,386,0,0,0,0,0
2013,Ireland,Iraq,IRL,IRQ,380,104,0,0,0,0,0
2013,"Iran (Islamic Rep. of)",Iraq,IRN,IRQ,43268,0,0,0,0,0,0
2013,Iraq,Iraq,IRQ,IRQ,0,0,954128,0,0,0,0
2013,Italy,Iraq,ITA,IRQ,2294,201,0,0,0,0,0
2013,Jordan,Iraq,JOR,IRQ,55509,2435,0,0,0,0,0
2013,Japan,Iraq,JPN,IRQ,5,5,0,0,0,0,0
2013,"Rep. of Korea",Iraq,KOR,IRQ,6,5,0,0,0,0,0
2013,Kuwait,Iraq,KWT,IRQ,439,281,0,0,0,0,0
2013,Liberia,Iraq,LBR,IRQ,5,0,0,0,0,0,0
2013,Libya,Iraq,LBY,IRQ,2530,533,0,0,0,0,0
2013,Lebanon,Iraq,LBN,IRQ,4944,982,0,0,0,0,17
2013,Liechtenstein,Iraq,LIE,IRQ,5,0,0,0,0,0,0
2013,Lithuania,Iraq,LTU,IRQ,18,0,0,0,0,0,0
2013,Luxembourg,Iraq,LUX,IRQ,167,41,0,0,0,0,0
2013,Latvia,Iraq,LVA,IRQ,5,0,0,0,0,0,0
2013,Mauritania,Iraq,MRT,IRQ,23,5,0,0,0,0,0
2013,"North Macedonia",Iraq,MKD,IRQ,0,8,0,0,0,0,0
2013,"Rep. of Moldova",Iraq,MDA,IRQ,6,0,0,0,0,0,0
2013,Mexico,Iraq,MEX,IRQ,31,5,0,0,0,0,0
2013,Malaysia,Iraq,MYS,IRQ,530,264,0,0,0,0,0
2013,Morocco,Iraq,MAR,IRQ,100,20,0,0,0,0,0
2013,Malta,Iraq,MLT,IRQ,23,0,0,0,0,0,0
2013,Nepal,Iraq,NPL,IRQ,5,0,0,0,0,0,0
2013,"Netherlands (Kingdom of the)",Iraq,NLD,IRQ,15533,0,0,0,0,0,0
2013,Niger,Iraq,NER,IRQ,6,0,0,0,0,0,0
2013,Norway,Iraq,NOR,IRQ,5679,194,0,0,0,0,0
2013,Nauru,Iraq,NRU,IRQ,0,38,0,0,0,0,0
2013,"New Zealand",Iraq,NZL,IRQ,181,5,0,0,0,0,0
2013,Oman,Iraq,OMN,IRQ,131,70,0,0,0,0,0
2013,Pakistan,Iraq,PAK,IRQ,54,0,0,0,0,0,0
2013,Paraguay,Iraq,PRY,IRQ,6,0,0,0,0,0,0
2013,Peru,Iraq,PER,IRQ,9,0,0,0,0,0,0
2013,Philippines,Iraq,PHL,IRQ,24,11,0,0,0,0,0
2013,"Papua New Guinea",Iraq,PNG,IRQ,0,37,0,0,0,0,0
2013,Poland,Iraq,POL,IRQ,141,36,0,0,0,0,0
2013,Portugal,Iraq,PRT,IRQ,6,0,0,0,0,0,0
2013,Qatar,Iraq,QAT,IRQ,114,10,0,0,0,0,0
2013,Romania,Iraq,ROU,IRQ,293,11,0,0,0,0,0
2013,"South Africa",Iraq,ZAF,IRQ,5,9,0,0,0,0,0
2013,"Russian Federation",Iraq,RUS,IRQ,16,10,0,0,0,0,0
2013,"Saudi Arabia",Iraq,SAU,IRQ,32,42,0,0,0,0,0
2013,Spain,Iraq,ESP,IRQ,245,70,0,0,0,0,0
2013,"Serbia and Kosovo: S/RES/1244 (1999)",Iraq,SRB,IRQ,16,7,0,0,0,0,0
2013,Sudan,Iraq,SDN,IRQ,15,7,0,0,0,0,0
2013,Slovakia,Iraq,SVK,IRQ,96,0,0,0,0,0,0
2013,Slovenia,Iraq,SVN,IRQ,5,0,0,0,0,0,0
2013,Sweden,Iraq,SWE,IRQ,24006,1082,0,0,0,0,0
2013,Switzerland,Iraq,CHE,IRQ,3883,431,0,0,0,0,0
2013,"Syrian Arab Rep.",Iraq,SYR,IRQ,146200,878,0,0,0,0,0
2013,Thailand,Iraq,THA,IRQ,63,46,0,0,0,0,0
2013,Tajikistan,Iraq,TJK,IRQ,5,0,0,0,0,0,0
2013,Togo,Iraq,TGO,IRQ,5,0,0,0,0,0,0
2013,Tunisia,Iraq,TUN,IRQ,64,9,0,0,0,0,0
2013,Türkiye,Iraq,TUR,IRQ,13467,19065,0,0,0,0,0
2013,"United Arab Emirates",Iraq,ARE,IRQ,540,52,0,0,0,0,0
2013,Ukraine,Iraq,UKR,IRQ,77,201,0,0,0,0,0
2013,"United States of America",Iraq,USA,IRQ,4863,942,0,0,0,0,0
2013,"Venezuela (Bolivarian Republic of)",Iraq,VEN,IRQ,0,8,0,0,0,0,0
2013,Yemen,Iraq,YEM,IRQ,3416,126,0,0,0,0,0
